CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
4.99,1.77,17.76,5.96,0.82,27.78,44.12,Wildflower,3279,1,321.85
8.58,1.35,16.1,3.24,0.78,43.75,37.85,Wildflower,9102.85,0.82,264.51
3.73,1.69,18.14,4.65,0.71,31.82,32.08,Wildflower,5450.57,0.84,270.95
7.23,1.71,18.41,4.76,0.78,27.67,38.97,Wildflower,9452.48,0.82,264.51
2.5,1.29,15.5,2.55,0.85,37.71,22.52,Wildflower,8569.44,0.66,211.37
5.65,1.7,21.37,3.48,0.84,37.95,22.1,Wildflower,4936.69,1,321.85
4.99,1.41,12.81,7.2,0.75,25.5,31.78,Wildflower,6806.6,1,321.85
3.75,1.56,17.03,4.08,0.8,44.15,33.82,Wildflower,5994.37,1,321.85
1.49,1.39,15.12,4.72,0.87,34.49,42.65,Wildflower,4141.01,1,321.85
5.45,1.75,22.56,6,0.85,32.52,41.12,Wildflower,5077.29,0.97,311.22
8.68,1.78,13.92,6.21,0.82,22.12,25.27,Wildflower,7010.34,0.66,212.98
8.22,1.45,24.6,4.05,0.75,44.09,28.06,Wildflower,6082.82,0.82,264.51
5.69,1.51,20.98,5.55,0.84,32.12,44.41,Wildflower,1720.29,0.94,302.52
8.56,1.5,21.08,3.47,0.7,43.23,27.97,Wildflower,9610.84,0.8,255.81
6.34,1.29,24.99,6.31,0.87,35.03,30.05,Wildflower,5035.83,0.99,319.27
5.65,1.27,15.03,7.15,0.72,34.65,23.96,Wildflower,5783.32,0.97,311.22
1.46,1.44,13.98,6.38,0.75,47.82,31.55,Wildflower,2640.25,0.9,290.28
8.12,1.84,13.81,3.66,0.77,25.4,33.07,Wildflower,1984.21,0.8,255.81
6.7,1.65,23.31,3.23,0.79,25.93,32.18,Wildflower,4078.62,1,321.85
8.33,1.73,13.77,2.8,0.87,35.39,40.71,Wildflower,6671.65,0.66,211.37
9.33,1.32,21.25,3.71,0.71,21.53,32.6,Wildflower,3493.73,0.82,264.51
1.47,1.64,22.28,3.8,0.8,28.33,41.83,Wildflower,8686.38,0.8,256.46
2.32,1.44,24.84,6.28,0.85,41.74,32.39,Wildflower,7041.35,0.9,290.28
4.78,1.75,14.16,5.41,0.87,45.33,22.35,Wildflower,1536.08,0.61,196.23
4.74,1.78,16.16,6.6,0.83,26.33,27.13,Wildflower,8700.66,0.66,212.98
7.05,1.31,18.25,4.92,0.88,27.34,35.4,Wildflower,6425.51,1,321.85
8.24,1.77,15.99,2.77,0.79,46.36,40.28,Wildflower,8311,0.64,204.93
6.57,1.33,23.04,6.73,0.83,49.87,33.33,Wildflower,3967.81,0.97,312.83
7.83,1.71,14.7,4.71,0.79,40.17,39.94,Wildflower,5061.4,0.82,264.51
9.68,1.48,20.43,2.91,0.72,35.13,35.71,Wildflower,9203.37,0.68,219.42
8.98,1.68,13.93,3.8,0.72,32.57,43.47,Wildflower,8507.31,0.82,262.9
5.66,1.7,23.08,2.8,0.79,44.1,29.87,Wildflower,6591.73,0.97,312.83
9.47,1.3,19.21,3.37,0.72,46.02,32.56,Wildflower,5366.79,0.82,264.51
2.54,1.37,21.88,6.09,0.9,47.91,27.76,Wildflower,4219.02,0.9,290.28
6.64,1.78,20.36,7.45,0.77,35.43,34.14,Wildflower,3567.18,0.99,319.27
1.82,1.39,15.83,4.25,0.82,49.68,24.06,Wildflower,1814.67,1,321.85
7.11,1.4,22.9,3.8,0.87,29.5,43.22,Wildflower,2994.87,1,321.85
6.57,1.25,16.97,4.21,0.81,45.53,20.58,Wildflower,9002.54,1,321.85
5.51,1.38,24.7,4.34,0.87,40.44,38.4,Wildflower,2211.56,1,321.85
1.96,1.86,21.32,4.79,0.89,42.62,32.75,Wildflower,7163.59,0.82,264.51
7.94,1.33,23.4,5.3,0.7,28.27,33.49,Wildflower,2668.59,0.66,212.98
1.04,1.77,16.31,3.13,0.73,21.91,37.2,Wildflower,3252.47,0.82,264.51
9.49,1.82,16.81,7.49,0.74,25.61,21.58,Wildflower,5363.58,0.85,272.56
1.22,1.73,18.57,3.96,0.89,33.36,33.04,Wildflower,2415.38,0.82,262.26
5.26,1.68,18.36,3.15,0.71,36.28,36.35,Wildflower,7629.11,1,321.85
6.93,1.33,24.54,2.88,0.81,28.34,34.99,Wildflower,4772.08,0.97,312.83
6.79,1.6,23.6,2.7,0.72,48.46,22.99,Wildflower,3763.61,0.95,304.78
4.85,1.79,16.15,3.8,0.73,26.37,31.74,Wildflower,9458.55,1,321.85
5.57,1.68,18.6,4.7,0.75,30.26,21.03,Wildflower,6510.01,1,321.85
9.65,1.58,24.12,5.12,0.74,27.6,43.63,Wildflower,4446.35,0.64,204.93
7.2,1.51,17.33,4.37,0.73,21.05,36.71,Wildflower,9474.7,1,321.85
9.46,1.42,17.47,5.38,0.74,31.11,26.99,Wildflower,6571.2,1,321.85
5.19,1.38,21.49,4.09,0.9,25.74,39.4,Wildflower,6602.86,1,321.85
7.64,1.79,19.54,2.77,0.87,49.76,22.66,Wildflower,3608.92,0.64,204.93
7.32,1.54,24.38,7.06,0.84,48.22,34.04,Wildflower,6733.75,0.66,212.98
1.33,1.57,18.21,4.7,0.71,39.59,20.24,Wildflower,3782.24,0.82,262.9
3.86,1.42,14.3,5.47,0.76,21.8,36.2,Wildflower,9553.59,0.88,281.58
6.95,1.64,15.35,5.96,0.72,39.69,39.05,Wildflower,5486.18,0.99,319.27
8.68,1.22,23.65,3.56,0.74,43.8,28.85,Wildflower,5944.42,0.82,264.51
9.18,1.37,20.94,5.52,0.9,26.01,37.64,Wildflower,7496.8,0.9,290.28
1.93,1.52,22.31,6.24,0.75,45.07,26.86,Wildflower,1895.56,0.64,204.28
4.86,1.86,20.18,4.37,0.74,31.7,22.9,Wildflower,7189.55,1,321.85
3.5,1.83,22.2,3.64,0.88,26.44,31.53,Wildflower,2211.55,0.8,255.81
4.67,1.72,15.71,5.17,0.79,32.81,32.98,Wildflower,5001.32,0.68,219.42
3.88,1.29,17.05,7.27,0.81,42.89,32.92,Wildflower,5097.4,0.87,280.62
2.95,1.7,14.56,6.87,0.86,32.66,41.08,Wildflower,7520.46,0.66,211.37
4.81,1.82,13.46,6.68,0.78,22.16,31.37,Wildflower,9899.66,0.94,304.13
3.03,1.86,24.24,3.37,0.89,21.76,34.99,Wildflower,8390.29,0.82,264.51
4.7,1.81,12.13,6.22,0.83,35.16,41.42,Wildflower,3115.52,0.66,211.37
1.25,1.46,21.61,5.49,0.75,47.56,25.32,Wildflower,1732.2,0.64,204.28
1.67,1.71,20.31,4.17,0.78,42.11,30.79,Wildflower,2934.49,0.82,264.51
2.71,1.7,21.98,2.58,0.84,35.72,34.65,Wildflower,8989.13,0.68,219.42
1.33,1.49,17.67,3.93,0.8,49.65,42.99,Wildflower,6174.62,1,321.85
3.19,1.84,20.95,3.74,0.87,33.88,32.97,Wildflower,5774.4,0.84,270.95
3.34,1.32,20.82,3.98,0.75,40.34,43.93,Wildflower,6052.52,0.8,256.46
8.9,1.29,20.4,5.81,0.74,35.4,39.86,Wildflower,9988.92,0.66,210.72
1.09,1.83,12.76,3.68,0.87,31.94,33.4,Wildflower,7114.48,0.84,270.95
9.77,1.26,16.01,6.57,0.79,25.4,43.45,Wildflower,4590.95,0.64,204.93
8.12,1.69,12.52,3.5,0.82,20.85,35.36,Wildflower,5131.98,0.82,264.51
7.01,1.51,15.61,3.18,0.8,24.98,41.77,Wildflower,2738.6,1,321.85
9.15,1.26,14.75,3.54,0.8,39.27,42.76,Wildflower,8998.44,0.82,262.9
6.16,1.25,15.28,2.64,0.77,23.13,30.74,Wildflower,1903.6,0.94,304.13
9.41,1.84,16.91,6.13,0.74,40.89,22.84,Wildflower,5157.27,0.85,272.56
3.11,1.75,12.74,6.44,0.71,48.37,24.65,Wildflower,5428.33,0.64,204.93
7.6,1.31,12.95,6.68,0.83,49.61,42.54,Wildflower,4469.62,0.64,204.93
6.4,1.57,20.71,5.78,0.8,20.08,32.79,Wildflower,3067.47,0.97,312.83
8.61,1.43,23.58,4.51,0.81,39.59,44.23,Wildflower,6875.28,1,321.85
6.58,1.82,12.21,7.24,0.74,44.22,34.31,Wildflower,3367.75,0.97,312.83
9.46,1.79,17.21,4.92,0.83,46.32,32.33,Wildflower,8764.89,1,321.85
5.22,1.35,18.95,3.65,0.73,35.43,37.05,Wildflower,3322.21,1,321.85
8.11,1.52,14.13,5.33,0.84,31.06,35.29,Wildflower,8858.75,0.68,219.42
7.13,1.79,20.59,4.07,0.79,34.4,42.2,Wildflower,5118.63,1,321.85
7.01,1.31,17.11,4.17,0.88,21.54,26.33,Wildflower,5399.1,1,321.85
7.03,1.83,22.89,6.11,0.89,43.24,37.9,Wildflower,4606.05,0.97,312.83
7.3,1.34,12.42,3.89,0.86,42.22,32.58,Wildflower,7737.1,0.82,264.51
4.9,1.29,16.29,5.17,0.88,22.12,27.43,Wildflower,3076.1,0.97,312.83
2.04,1.81,21.62,6.65,0.78,24.5,35.12,Wildflower,3667.67,0.66,212.98
3.57,1.5,22.21,6.04,0.75,34.18,40.33,Wildflower,9706.84,0.63,202.67
1.82,1.81,16.81,7.04,0.76,25.66,40.28,Wildflower,5266.07,0.85,272.56
9.77,1.63,19.69,5.85,0.75,46.15,31.29,Wildflower,8250.7,0.66,212.98
4.28,1.42,23.37,6.67,0.72,24.67,23.49,Wildflower,7245.62,0.88,282.23
7.73,1.51,23,3.42,0.74,49.81,23.05,Wildflower,2748.79,0.8,256.46
2.05,1.77,24.02,5.61,0.89,46.47,23.1,Wildflower,2116.75,0.61,196.23
8.9,1.79,13.38,3.32,0.71,38.07,26.44,Wildflower,2609.63,0.84,270.95
7.27,1.6,20.57,4.26,0.74,29.79,33.11,Wildflower,4001.76,0.82,264.51
8.53,1.44,24.1,3.64,0.88,28.73,24.07,Wildflower,6898.32,1,321.85
8.05,1.3,18.72,6.37,0.81,27.23,30.82,Wildflower,3771.19,0.66,212.98
2.06,1.4,18.83,5.98,0.8,20.02,25.5,Wildflower,4315.24,0.9,290.28
3.63,1.77,21.29,4.69,0.77,43.28,39.18,Wildflower,8102.31,0.82,264.51
6.1,1.76,16.3,7.28,0.85,38.25,36.72,Wildflower,8126.29,0.99,319.27
4.78,1.66,22.34,2.54,0.79,35.6,41.31,Wildflower,8168.68,0.66,211.37
6.43,1.71,18.09,5.01,0.88,25.58,31.2,Wildflower,1687.74,1,321.85
6.3,1.42,17.26,4.79,0.73,49.47,30.56,Wildflower,4740.98,1,321.85
5.56,1.4,21.09,6.78,0.72,48.12,29.67,Wildflower,3697.53,1,321.85
7.85,1.63,18.5,5.07,0.74,37.25,30.4,Wildflower,9250.81,0.68,219.42
6.95,1.69,14.15,7.13,0.89,27.06,28.55,Wildflower,5385.71,0.97,312.83
2.8,1.63,21.96,5.68,0.76,35.02,35.02,Wildflower,6225.62,0.68,219.42
8.06,1.55,16.18,7.31,0.71,46.1,42.28,Wildflower,5857.36,0.64,204.93
7.6,1.45,22.05,6.43,0.83,31.02,27.57,Wildflower,6314.99,0.68,219.42
1.99,1.72,19.48,4.87,0.85,43.23,27.34,Wildflower,4820.32,0.82,264.51
3.65,1.64,18.68,2.81,0.7,42.23,40.62,Wildflower,5404.23,0.64,204.93
4.92,1.7,17.28,3.93,0.88,24.35,33.45,Wildflower,6164.66,1,321.85
8.83,1.23,12.33,4.49,0.75,23.93,43.89,Wildflower,8678.35,0.8,256.46
5.51,1.58,14.11,6,0.71,45.86,22.04,Wildflower,6403.82,0.95,304.78
2.61,1.61,15.89,5.88,0.81,43.46,36.51,Wildflower,4908.18,0.66,212.98
7.35,1.85,13.01,6.33,0.81,38.69,21.42,Wildflower,9584.37,0.63,202.67
4.47,1.58,19.06,6.42,0.85,37.58,43.52,Wildflower,1605.86,0.63,202.67
7.83,1.35,20.22,7.39,0.76,34.24,21.28,Wildflower,6484.59,0.66,211.37
5.22,1.56,14.79,7.07,0.85,34.07,42.65,Wildflower,3477.18,0.97,311.22
9.05,1.79,24.68,5.49,0.78,24.53,33.6,Wildflower,5906.38,0.66,212.98
8.84,1.54,15.96,6.86,0.87,27.98,29.77,Wildflower,5214.54,0.66,212.98
8.01,1.43,21.53,6.15,0.85,33.42,36.62,Wildflower,8870.26,0.92,296.72
4.64,1.77,16.96,6.59,0.8,28.04,25.13,Wildflower,9904.85,0.84,271.92
4.38,1.56,17.89,4.21,0.84,20.87,41.65,Wildflower,2176.73,0.98,315.41
8.55,1.69,16.87,6.37,0.89,29.17,34.48,Wildflower,2494.51,0.84,271.92
7.01,1.8,17.43,6.42,0.75,32.05,43.73,Wildflower,8123.23,1,321.85
7.65,1.66,20.04,2.94,0.85,43.94,33.31,Wildflower,2398.05,0.64,204.28
6.16,1.31,14.08,4.39,0.7,21.65,38.04,Wildflower,4417.99,1,321.85
7.78,1.49,22.45,3.65,0.77,38.18,34.11,Wildflower,7821.18,0.84,270.95
7.97,1.31,23,2.75,0.81,24.42,23.02,Wildflower,4574.42,0.64,204.93
9.52,1.39,19.43,6.86,0.82,29.61,42.71,Wildflower,4747.62,0.88,282.23
4.08,1.58,13.44,2.66,0.77,35.72,37.63,Wildflower,5268.53,0.68,219.42
9.65,1.54,22.36,4.75,0.7,47.68,27.25,Wildflower,6030.85,0.82,264.51
6.16,1.48,13.16,5.35,0.75,21.45,37.16,Wildflower,9520.02,0.94,304.13
3.84,1.48,24.64,2.57,0.71,46.87,38.1,Wildflower,6416.43,0.66,212.98
2.44,1.61,15.05,4.71,0.89,42.74,35.88,Wildflower,5133.75,0.82,264.51
9.79,1.53,15.89,3.92,0.77,23.49,44.09,Wildflower,2877.36,0.8,256.46
1.6,1.3,20.17,4.88,0.78,22.56,36.58,Wildflower,7997.06,0.82,264.51
4.02,1.82,13.4,7.44,0.77,26.54,36.79,Wildflower,3434.78,0.66,212.98
5.42,1.56,22.14,2.56,0.87,41.27,33.21,Wildflower,8502.5,0.97,312.83
4.19,1.61,14.69,3.51,0.79,38.2,24.24,Wildflower,8991.29,0.82,262.9
6.99,1.24,24.94,6.19,0.75,32.97,38.56,Wildflower,2759.02,0.99,319.27
7.18,1.27,24.98,6.6,0.7,37.51,44.18,Wildflower,1979.46,0.94,302.52
2.47,1.23,12.34,3.99,0.89,26.91,36.72,Wildflower,4317.82,0.82,264.51
7.64,1.85,13.24,5.83,0.72,49.14,41.84,Wildflower,8851.42,0.64,204.93
5.56,1.57,13.23,4.87,0.89,26.36,37.78,Wildflower,8877.86,1,321.85
5.81,1.59,16.72,6.71,0.79,44.48,32.65,Wildflower,9929.66,0.94,304.13
6.28,1.5,16.74,7.27,0.75,36.31,31.97,Wildflower,9505.16,0.96,310.58
2.82,1.82,15.02,5.37,0.73,40.5,38.75,Wildflower,9673.16,0.64,204.28
2.25,1.27,20.25,3.52,0.84,40.64,38,Wildflower,7031.01,0.82,264.51
2.78,1.81,14.33,6.51,0.82,36.34,43.73,Wildflower,5882.72,0.66,211.37
2.14,1.75,15,2.54,0.7,45.51,26.55,Wildflower,2305.51,0.64,204.28
3.44,1.76,17.05,6.85,0.83,33.65,24.15,Wildflower,5408.04,0.87,279.01
3.41,1.75,22.65,3.6,0.84,45.69,34.32,Wildflower,4311.99,0.82,264.51
1.95,1.54,15.85,6.01,0.89,21.3,22.87,Wildflower,9979.39,0.61,196.23
1.05,1.78,19.22,2.61,0.82,20.49,33.22,Wildflower,7319.47,0.66,212.98
5.73,1.64,15.38,7.45,0.88,33.27,29.76,Wildflower,5957.41,0.99,319.27
7.45,1.36,15.46,7.07,0.87,36.42,34.04,Wildflower,3493.56,0.92,296.72
1.76,1.31,12.65,7.43,0.74,44.24,38.15,Wildflower,8997.65,0.66,212.98
8.45,1.77,13.29,4.36,0.7,24.62,43.01,Wildflower,6598.34,0.8,256.46
2.28,1.58,13.58,4.63,0.74,39.42,31.6,Wildflower,1759.96,0.82,262.26
7.28,1.35,22.54,5.67,0.86,32.28,35.81,Wildflower,7470.98,0.68,219.42
7.69,1.27,18.14,7.43,0.9,43.22,31.24,Wildflower,6212.32,0.66,212.98
3.12,1.32,22.93,6.61,0.81,36.72,28.14,Wildflower,7738.88,0.68,219.42
6.12,1.25,19.83,3.13,0.76,28.41,22.99,Wildflower,6440.75,1,321.85
8.46,1.39,13.51,5.71,0.75,34.68,38.33,Wildflower,3780.08,0.92,296.72
6.68,1.67,18.5,5.59,0.89,27.47,41.42,Wildflower,3591.5,0.95,304.78
7.19,1.53,19.54,3.39,0.85,32.88,21.95,Wildflower,4356.89,1,321.85
9.53,1.6,24.79,6.45,0.8,35.68,30.91,Wildflower,8422.59,0.68,219.42
7,1.81,17.67,3.54,0.82,24.61,24.45,Wildflower,8211.2,1,321.85
8.69,1.35,21.85,6.72,0.84,27.77,37.1,Wildflower,1811.38,0.64,204.28
5.12,1.51,14.47,6.16,0.8,20.86,35.54,Wildflower,9494.25,0.97,312.83
3.41,1.58,20.76,2.93,0.83,30.47,33.69,Wildflower,6220.81,0.68,219.42
4.73,1.22,17.54,5.04,0.75,20.99,29.96,Wildflower,4632.46,0.87,280.62
1.92,1.29,12.1,5.93,0.88,30.42,24.57,Wildflower,7162.51,0.66,211.37
9.42,1.28,22.07,5.53,0.8,36.87,27.4,Wildflower,8569.29,0.68,219.42
5.76,1.46,17.5,6.83,0.77,31.27,37.56,Wildflower,9508.58,1,321.85
2.31,1.81,13.34,3.33,0.89,42.2,26.78,Wildflower,4921.77,0.82,264.51
4.35,1.7,24.15,2.66,0.76,20.7,25.62,Wildflower,6159.53,0.66,212.98
3.46,1.62,16.54,5.14,0.83,20.46,31.96,Wildflower,5286.81,0.66,212.98
4.24,1.22,19.6,4.06,0.88,38.07,36.61,Wildflower,3944.7,0.84,270.95
3.85,1.83,13.06,3.66,0.88,49.79,28.47,Wildflower,7590.31,0.82,264.51
5.77,1.85,17.93,4.56,0.71,33.18,21.72,Wildflower,5814.03,1,321.85
7.17,1.54,16.2,6.67,0.79,40.94,34.88,Wildflower,2537.66,0.97,312.83
7.37,1.23,16.07,3.48,0.86,39.29,32.88,Wildflower,8457.56,0.84,270.95
1.53,1.3,15.3,6.78,0.89,22.76,33.66,Wildflower,8326.14,0.66,212.98
5.15,1.85,14.88,3.23,0.81,25.12,21.16,Wildflower,9627.54,1,321.85
4.15,1.61,21.77,3.44,0.86,38.27,20.7,Wildflower,9634.55,0.79,254.2
2.85,1.59,22.12,6.22,0.87,21.32,44.63,Wildflower,5743.6,0.64,204.93
8.42,1.27,23.79,2.68,0.86,29.11,23.26,Wildflower,4012.66,0.64,204.93
4.94,1.27,18.51,3.36,0.76,35.79,44.93,Wildflower,4739.03,1,321.85
5.96,1.45,18.61,3.71,0.9,36.95,37.07,Wildflower,4142.03,1,321.85
9.84,1.32,24.58,4.11,0.77,21.18,34.1,Wildflower,5321.74,0.82,264.51
2.67,1.38,12.62,2.58,0.79,24.13,33.95,Wildflower,9171.93,0.9,290.28
2.87,1.83,23.43,4.68,0.75,20.53,36.05,Wildflower,9557.62,0.8,255.81
7.36,1.33,17.96,7.22,0.71,31.12,33.04,Wildflower,9932.16,0.86,278.36
3.84,1.53,13.81,4.62,0.75,41.52,37.67,Wildflower,5510.85,0.82,264.51
8.99,1.84,18.04,3.18,0.77,41.2,29.58,Wildflower,4854.48,1,321.85
6.93,1.77,21.17,2.66,0.84,48.43,44.72,Wildflower,9620.53,0.92,296.08
8.35,1.43,21.06,6.16,0.8,37,25.34,Wildflower,5516.48,0.92,296.72
1.29,1.83,15.41,3.24,0.8,34.59,20.69,Wildflower,4496.81,0.82,262.9
6.85,1.45,23.51,6.02,0.75,44.07,36.01,Wildflower,8304.39,0.97,312.83
9.21,1.71,13.11,3.95,0.77,26.97,43.97,Wildflower,4670.25,0.8,256.46
6.7,1.54,24.43,6.98,0.82,23.12,27.81,Wildflower,7723.96,0.97,312.83
1.12,1.86,16.08,2.66,0.78,22.24,34.91,Wildflower,1543.32,0.64,204.28
8.21,1.3,15.3,5.82,0.88,34.94,28.75,Wildflower,3610.23,0.68,219.42
7.01,1.25,15.56,3.58,0.85,28.19,28.91,Wildflower,7469.43,1,321.85
5.88,1.76,19.42,4.8,0.73,35.95,26.04,Wildflower,9572.93,1,321.85
9.59,1.31,23.77,2.55,0.7,27.31,42.42,Wildflower,8678.78,0.64,204.93
9.93,1.34,16.82,2.74,0.71,35.66,27.21,Wildflower,9711.68,0.86,278.36
1.26,1.72,19.61,3.97,0.73,47.65,44.43,Wildflower,5293.94,0.8,256.46
1.54,1.72,16.6,4.08,0.85,49.45,40.48,Wildflower,8768.91,0.8,256.46
7.78,1.23,21.9,4.79,0.8,44.69,43.36,Wildflower,4729.83,0.8,256.46
4.76,1.32,22.99,3.42,0.88,22.03,25.58,Wildflower,8157.59,0.82,264.51
9.57,1.41,18.27,6.1,0.74,43.84,31.82,Wildflower,8847.18,0.9,290.28
2.18,1.72,23.54,4.73,0.84,23.92,29,Wildflower,3944.11,0.82,264.51
9.91,1.56,20.09,4.59,0.8,21.92,24.08,Wildflower,5279.53,0.8,256.46
4.15,1.33,24.36,7.31,0.9,40.53,31.95,Wildflower,7143.63,0.66,212.98
2.7,1.69,13.16,6.7,0.87,36.19,42.54,Wildflower,5883.14,0.66,211.37
7.23,1.58,14.98,2.65,0.74,40.75,36.57,Wildflower,1534.35,0.64,204.28
3.31,1.51,13.51,7.1,0.72,26.28,40.35,Wildflower,7601.44,0.64,204.93
2.81,1.53,19.99,2.68,0.85,44.65,22.14,Wildflower,3667.12,0.64,204.93
2.13,1.27,22.71,5.6,0.85,37,20.44,Wildflower,3053.9,0.66,211.37
2.18,1.39,12.87,4.27,0.89,24.5,24.42,Wildflower,6285.85,1,321.85
4.05,1.69,24.99,3.6,0.74,32.7,33.03,Wildflower,4480.79,0.84,270.95
2.64,1.72,13.43,6.86,0.73,22.93,42.12,Wildflower,9676.09,0.61,196.23
9.34,1.42,15.41,3.1,0.85,43.67,44.94,Wildflower,4323.24,1,321.85
5.85,1.42,23.58,6.33,0.86,45.8,28.09,Wildflower,2559.38,1,321.85
4.59,1.73,24.3,5.23,0.82,30.74,43.27,Wildflower,9210.22,0.66,211.37
1.1,1.8,15.85,3.34,0.77,41.97,42.26,Wildflower,8931.36,0.8,256.46
2.52,1.82,20.98,3.81,0.86,33.14,37.44,Wildflower,5751.96,0.84,270.95
7.22,1.7,12.67,2.85,0.82,23.22,38.91,Wildflower,4680.31,0.66,212.98
4.61,1.56,15.14,3.32,0.74,28.96,25.07,Wildflower,5271.24,0.82,264.51
1.88,1.57,12.22,5.51,0.79,26.93,37.25,Wildflower,6937.68,0.66,212.98
4.54,1.8,14.83,5.46,0.71,34.14,22.39,Wildflower,7895.96,0.66,211.37
6.63,1.3,18.23,5.74,0.75,42.3,25.29,Wildflower,7784.85,0.97,312.83
4.53,1.8,19.82,5.85,0.79,22.46,28.46,Wildflower,2218.76,0.64,204.28
7.3,1.54,19.08,4.67,0.89,26.14,37.95,Wildflower,3241.53,0.82,264.51
2.79,1.5,23.92,7.08,0.89,34.33,36.46,Wildflower,7373.5,0.68,219.42
4.46,1.54,22.83,4.63,0.83,28.74,28.01,Wildflower,1799.64,0.8,255.81
2.61,1.3,12.69,6.55,0.89,23.47,25.89,Wildflower,3076.76,0.66,212.98
4.34,1.73,17.68,7.33,0.9,45.43,32.87,Wildflower,7892.05,0.87,280.62
4.26,1.75,20.61,3.4,0.83,34.03,29.16,Wildflower,7801.14,0.84,270.95
8.17,1.58,20.17,5.48,0.75,25.39,44.24,Wildflower,5743.79,0.64,204.93
1.88,1.51,21.31,5.4,0.79,31.96,41.58,Wildflower,9847.27,0.63,202.67
3.94,1.31,22.1,4.18,0.89,40.23,36.29,Wildflower,4290.74,0.82,264.51
5.57,1.77,24.87,5.39,0.71,45.52,29.11,Wildflower,6270.24,0.97,312.83
6.74,1.52,13.75,6.89,0.81,47.29,32.08,Wildflower,4967.33,0.97,312.83
2,1.82,13.3,6.28,0.85,31.93,42.49,Wildflower,2799.22,0.66,211.37
5.07,1.27,22.84,3.76,0.72,32.58,36.53,Wildflower,2473.17,1,321.85
5.83,1.53,18.78,7.18,0.86,20.79,27.47,Wildflower,5536.34,0.97,312.83
6.4,1.54,19.01,5.68,0.77,41.33,40.8,Wildflower,6701.85,0.95,304.78
9.26,1.33,17.22,6.88,0.83,36.85,43.91,Wildflower,5298.7,0.87,279.01
2.84,1.34,12.99,6.87,0.85,40.28,25,Wildflower,5011.55,0.66,212.98
1.9,1.76,15.86,4.48,0.8,28.96,30.65,Wildflower,5586.54,0.82,264.51
1.87,1.44,24.32,2.75,0.73,30.19,43.7,Wildflower,3156.09,0.9,288.67
2.66,1.66,24.26,4.62,0.75,25.47,40.97,Wildflower,4197.36,0.8,256.46
7.92,1.49,19.13,4.88,0.88,31.01,32.33,Wildflower,3425.12,0.84,270.95
5.31,1.57,13.67,5.16,0.88,33.21,40.26,Wildflower,1782.51,0.94,302.52
7.87,1.64,12.08,6.53,0.79,27.82,22.71,Wildflower,8879.15,0.64,204.93
2.89,1.67,22.33,6.27,0.86,38.58,38.75,Wildflower,8211.97,0.68,219.42
1.64,1.38,14.87,6.65,0.84,26.76,36.17,Wildflower,1797.42,0.88,281.58
2.73,1.61,14.65,3.31,0.77,39.78,23.95,Wildflower,1640.71,0.79,254.2
7.32,1.7,14.93,6.62,0.85,48.21,26.06,Wildflower,5981.67,0.66,212.98
1.69,1.28,17.37,2.92,0.76,44.81,43.45,Wildflower,8854.47,0.85,272.56
1.26,1.67,17.43,6.14,0.72,36.26,43.79,Wildflower,8931.37,0.87,279.01
7.09,1.39,17.91,7.12,0.73,41.67,23.49,Wildflower,1933.12,1,321.85
9.58,1.42,20.91,3.56,0.84,41.92,42.23,Wildflower,6879.62,1,321.85
6.76,1.6,16.55,4.19,0.71,21.48,38.42,Wildflower,8152.64,1,321.85
3.53,1.58,21.74,5.4,0.78,25.28,31.1,Wildflower,1722.37,0.64,204.28
8.04,1.82,13.29,5.6,0.8,45.24,24.87,Wildflower,1844.51,0.61,196.23
6.98,1.54,14.05,3.02,0.86,49.96,41.48,Wildflower,4119.24,1,321.85
2.58,1.79,17.78,5.39,0.89,30.69,41.31,Wildflower,9980.32,0.84,270.31
8.01,1.38,18.01,6.54,0.86,25.69,29.4,Wildflower,9507.87,1,321.85
2.83,1.53,20.8,3.46,0.73,40.6,30.09,Wildflower,8200.89,0.82,264.51
5.65,1.53,24.98,2.69,0.75,44.29,33.17,Wildflower,7464.9,0.97,312.83
1.7,1.25,22.54,6.39,0.87,21.4,21.13,Wildflower,9030.33,0.64,204.93
4.63,1.81,14.15,5.05,0.81,39.66,24.69,Wildflower,8398.71,0.66,211.37
5.92,1.61,16.6,2.87,0.82,27.59,38.5,Wildflower,2680.52,0.97,312.83
4.43,1.42,22.94,3.03,0.85,47.85,44.03,Wildflower,9518.12,1,321.85
1.85,1.5,22.38,5.46,0.82,48.94,26.77,Wildflower,5303.21,0.66,212.98
5.79,1.62,14.06,5.49,0.77,47.71,29.62,Wildflower,2972.99,0.97,312.83
3.12,1.25,15.2,4.07,0.75,48.36,24.94,Wildflower,7093.95,0.8,256.46
6.03,1.35,12.3,3,0.75,30.12,21.83,Wildflower,2676.7,1,321.85
3.97,1.61,14.34,6.71,0.88,45.67,29.77,Wildflower,7032.43,0.66,212.98
5.36,1.45,15.1,7.32,0.78,20.84,35.33,Wildflower,9235.46,1,321.85
1.67,1.6,21.41,7.49,0.86,42.32,43,Wildflower,3787.58,0.64,204.93
3.24,1.28,14.18,7.38,0.73,49.72,37.27,Wildflower,2904.81,0.66,212.98
1.16,1.24,17.94,6.04,0.9,30.34,32.41,Wildflower,7254.73,0.89,287.06
4.82,1.23,16.2,6.4,0.88,44.23,40.41,Wildflower,5521.07,0.95,304.78
